"","LGA","Dates","Capacity","Installations"
"7318","Denmark (S)","2008-03-01",5.1,1
"7319","Denmark (S)","2008-04-01",4.78,3
"7320","Denmark (S)","2008-05-01",2.1,1
"7321","Denmark (S)","2008-06-01",17.26,5
"7322","Denmark (S)","2008-07-01",0,0
"7323","Denmark (S)","2008-08-01",0,0
"7324","Denmark (S)","2008-09-01",8.63,3
"7325","Denmark (S)","2008-10-01",3.44,1
"7326","Denmark (S)","2008-11-01",9.12,2
"7327","Denmark (S)","2008-12-01",3.6,1
"7328","Denmark (S)","2009-01-01",0,0
"7329","Denmark (S)","2009-02-01",0,0
"7330","Denmark (S)","2009-03-01",10.38,3
"7331","Denmark (S)","2009-04-01",8.64,3
"7332","Denmark (S)","2009-05-01",18.625,9
"7333","Denmark (S)","2009-06-01",4.02,2
"7334","Denmark (S)","2009-07-01",7.35,3
"7335","Denmark (S)","2009-08-01",8.16,6
"7336","Denmark (S)","2009-09-01",2.1,2
"7337","Denmark (S)","2009-10-01",1.05,1
"7338","Denmark (S)","2009-11-01",14.205,8
"7339","Denmark (S)","2009-12-01",5.13,3
"7340","Denmark (S)","2010-01-01",16.64,9
"7341","Denmark (S)","2010-02-01",2.52,2
"7342","Denmark (S)","2010-03-01",4.83,4
"7343","Denmark (S)","2010-04-01",4,3
"7344","Denmark (S)","2010-05-01",11.36,6
"7345","Denmark (S)","2010-06-01",10.38,4
"7346","Denmark (S)","2010-07-01",2.1,1
"7347","Denmark (S)","2010-08-01",20.136,6
"7348","Denmark (S)","2010-09-01",2.2,1
"7349","Denmark (S)","2010-10-01",17.74,6
"7350","Denmark (S)","2010-11-01",11.02,5
"7351","Denmark (S)","2010-12-01",20.04,7
"7352","Denmark (S)","2011-01-01",11.72,5
"7353","Denmark (S)","2011-02-01",36.95,17
"7354","Denmark (S)","2011-03-01",21.62,9
"7355","Denmark (S)","2011-04-01",36.29,16
"7356","Denmark (S)","2011-05-01",37.446,16
"7357","Denmark (S)","2011-06-01",45.33,18
"7358","Denmark (S)","2011-07-01",37.102,13
"7359","Denmark (S)","2011-08-01",36.195,15
"7360","Denmark (S)","2011-09-01",55.096,21
"7361","Denmark (S)","2011-10-01",14.24,4
"7362","Denmark (S)","2011-11-01",6.034,4
"7363","Denmark (S)","2011-12-01",16.666,8
"7364","Denmark (S)","2012-01-01",11.72,5
"7365","Denmark (S)","2012-02-01",36.95,17
"7366","Denmark (S)","2012-03-01",21.62,9
"7367","Denmark (S)","2012-04-01",36.29,16
"7368","Denmark (S)","2012-05-01",37.446,16
"7369","Denmark (S)","2012-06-01",45.33,18
"7370","Denmark (S)","2012-07-01",37.102,13
"7371","Denmark (S)","2012-08-01",36.195,15
"7372","Denmark (S)","2012-09-01",55.096,21
"7373","Denmark (S)","2012-10-01",14.24,4
"7374","Denmark (S)","2012-11-01",6.034,4
"7375","Denmark (S)","2012-12-01",16.666,8
"7376","Denmark (S)","2013-01-01",7.06,4
"7377","Denmark (S)","2013-02-01",38.52,4
"7378","Denmark (S)","2013-03-01",3.856,2
"7379","Denmark (S)","2013-04-01",5,2
"7380","Denmark (S)","2013-05-01",15.516,5
"7381","Denmark (S)","2013-06-01",11.29,4
"7382","Denmark (S)","2013-07-01",10.482,4
"7383","Denmark (S)","2013-08-01",13.81,5
"7384","Denmark (S)","2013-09-01",9.96,3
"7385","Denmark (S)","2013-10-01",3.332,1
"7386","Denmark (S)","2013-11-01",0,0
"7387","Denmark (S)","2013-12-01",6.54,2
"7388","Denmark (S)","2014-01-01",17.732,4
"7389","Denmark (S)","2014-02-01",33.34,3
"7390","Denmark (S)","2014-03-01",18.13,4
"7391","Denmark (S)","2014-04-01",6.424,2
"7392","Denmark (S)","2014-05-01",16.85,6
"7393","Denmark (S)","2014-06-01",41.15,6
"7394","Denmark (S)","2014-07-01",21.094,7
"7395","Denmark (S)","2014-08-01",8.14,3
"7396","Denmark (S)","2014-09-01",27.985,8
"7397","Denmark (S)","2014-10-01",24.266,7
"7398","Denmark (S)","2014-11-01",47.636,4
"7399","Denmark (S)","2014-12-01",18.27,5
"7400","Denmark (S)","2015-01-01",14.857,5
"7401","Denmark (S)","2015-02-01",33.507,10
"7402","Denmark (S)","2015-03-01",13.86,5
"7403","Denmark (S)","2015-04-01",10.8,4
"7404","Denmark (S)","2015-05-01",9.06,3
"7405","Denmark (S)","2015-06-01",27.49,7
"7406","Denmark (S)","2015-07-01",34.92,7
"7407","Denmark (S)","2015-08-01",20.42,6
"7408","Denmark (S)","2015-09-01",7.16,3
"7409","Denmark (S)","2015-10-01",30.812,10
"7410","Denmark (S)","2015-11-01",28.12,8
"7411","Denmark (S)","2015-12-01",9.42,3
"7412","Denmark (S)","2016-01-01",12.16,3
"7413","Denmark (S)","2016-02-01",28.455,9
"7414","Denmark (S)","2016-03-01",18.78,6
"7415","Denmark (S)","2016-04-01",26.812,6
"7416","Denmark (S)","2016-05-01",24.18,5
"7417","Denmark (S)","2016-06-01",80.82,4
"7418","Denmark (S)","2016-07-01",5.35,2
"7419","Denmark (S)","2016-08-01",2.6,1
"7420","Denmark (S)","2016-09-01",8.73,2
"7421","Denmark (S)","2016-10-01",10.69,3
"7422","Denmark (S)","2016-11-01",15.76,4
"7423","Denmark (S)","2016-12-01",48.18,10
"7424","Denmark (S)","2017-01-01",31.408,6
"7425","Denmark (S)","2017-02-01",23.52,6
"7426","Denmark (S)","2017-03-01",47.525,10
"7427","Denmark (S)","2017-04-01",16.58,3
"7428","Denmark (S)","2017-05-01",3.51,1
"7429","Denmark (S)","2017-06-01",15.315,4
"7430","Denmark (S)","2017-07-01",21.9,6
"7431","Denmark (S)","2017-08-01",16.25,4
"7432","Denmark (S)","2017-09-01",32.21,6
"7433","Denmark (S)","2017-10-01",15.1,4
"7434","Denmark (S)","2017-11-01",19.41,4
"7435","Denmark (S)","2017-12-01",49.952,9
"7436","Denmark (S)","2018-01-01",25.48,7
"7437","Denmark (S)","2018-02-01",39.05,7
"7438","Denmark (S)","2018-03-01",17.4,3
"7439","Denmark (S)","2018-04-01",10.9,2
"7440","Denmark (S)","2018-05-01",14.4,3
"7441","Denmark (S)","2018-06-01",43.5,2
"7442","Denmark (S)","2018-07-01",17.07,4
"7443","Denmark (S)","2018-08-01",77.67,8
"7444","Denmark (S)","2018-09-01",21.575,4
"7445","Denmark (S)","2018-10-01",40.89,10
"7446","Denmark (S)","2018-11-01",51.96,10
"7447","Denmark (S)","2018-12-01",50.23,9
"7448","Denmark (S)","2019-01-01",3.66,1
"7449","Denmark (S)","2019-02-01",6.4,1
"7450","Denmark (S)","2019-03-01",43.635,5
"7451","Denmark (S)","2019-04-01",12.17,3
"7452","Denmark (S)","2019-05-01",44.4,9
"7453","Denmark (S)","2019-06-01",116.495,5
"7454","Denmark (S)","2019-07-01",25.595,7
"7455","Denmark (S)","2019-08-01",21.37,4
"7456","Denmark (S)","2019-09-01",4.95,1
"7457","Denmark (S)","2019-10-01",37.91,6
"7458","Denmark (S)","2019-11-01",30.735,3
"7459","Denmark (S)","2019-12-01",79.595,13
"7460","Donnybrook-Balingup (S)","2001-04-01",0,0
"7461","Donnybrook-Balingup (S)","2001-05-01",0,0
"7462","Donnybrook-Balingup (S)","2001-06-01",0,0
"7463","Donnybrook-Balingup (S)","2001-07-01",0,0
"7464","Donnybrook-Balingup (S)","2001-08-01",0,0
"7465","Donnybrook-Balingup (S)","2001-09-01",0,0
"7466","Donnybrook-Balingup (S)","2001-10-01",0,0
"7467","Donnybrook-Balingup (S)","2001-11-01",0,0
"7468","Donnybrook-Balingup (S)","2001-12-01",0,0
"7469","Donnybrook-Balingup (S)","2002-01-01",0,0
"7470","Donnybrook-Balingup (S)","2002-02-01",0,0
"7471","Donnybrook-Balingup (S)","2002-03-01",0,0
"7472","Donnybrook-Balingup (S)","2002-04-01",0,0
"7473","Donnybrook-Balingup (S)","2002-05-01",0,0
"7474","Donnybrook-Balingup (S)","2002-06-01",0,0
"7475","Donnybrook-Balingup (S)","2002-07-01",0,0
"7476","Donnybrook-Balingup (S)","2002-08-01",0,0
"7477","Donnybrook-Balingup (S)","2002-09-01",0,0
"7478","Donnybrook-Balingup (S)","2002-10-01",0,0
"7479","Donnybrook-Balingup (S)","2002-11-01",0,0
"7480","Donnybrook-Balingup (S)","2002-12-01",0,0
"7481","Donnybrook-Balingup (S)","2004-01-01",0,0
"7482","Donnybrook-Balingup (S)","2004-02-01",0,0
"7483","Donnybrook-Balingup (S)","2004-03-01",0,0
"7484","Donnybrook-Balingup (S)","2004-04-01",0,0
"7485","Donnybrook-Balingup (S)","2004-05-01",0,0
"7486","Donnybrook-Balingup (S)","2004-06-01",0,0
"7487","Donnybrook-Balingup (S)","2004-07-01",0,0
"7488","Donnybrook-Balingup (S)","2004-08-01",0,0
"7489","Donnybrook-Balingup (S)","2004-09-01",0,0
"7490","Donnybrook-Balingup (S)","2004-10-01",0,0
"7491","Donnybrook-Balingup (S)","2004-11-01",0,0
"7492","Donnybrook-Balingup (S)","2004-12-01",0,0
"7493","Donnybrook-Balingup (S)","2005-01-01",0,0
"7494","Donnybrook-Balingup (S)","2005-02-01",0,0
"7495","Donnybrook-Balingup (S)","2005-03-01",0,0
"7496","Donnybrook-Balingup (S)","2005-04-01",0.96,1
"7497","Donnybrook-Balingup (S)","2005-05-01",0,0
"7498","Donnybrook-Balingup (S)","2005-06-01",0,0
"7499","Donnybrook-Balingup (S)","2005-07-01",0.32,1
"7500","Donnybrook-Balingup (S)","2005-08-01",0,0
"7501","Donnybrook-Balingup (S)","2005-09-01",2.4,1
"7502","Donnybrook-Balingup (S)","2005-10-01",0,0
"7503","Donnybrook-Balingup (S)","2005-11-01",0,0
"7504","Donnybrook-Balingup (S)","2005-12-01",0,0
"7505","Donnybrook-Balingup (S)","2006-01-01",0,0
"7506","Donnybrook-Balingup (S)","2006-02-01",0,0
"7507","Donnybrook-Balingup (S)","2006-03-01",0,0
"7508","Donnybrook-Balingup (S)","2006-04-01",0,0
"7509","Donnybrook-Balingup (S)","2006-05-01",0,0
"7510","Donnybrook-Balingup (S)","2006-06-01",0,0
"7511","Donnybrook-Balingup (S)","2006-07-01",0,0
"7512","Donnybrook-Balingup (S)","2006-08-01",0,0
"7513","Donnybrook-Balingup (S)","2006-09-01",0,0
"7514","Donnybrook-Balingup (S)","2006-10-01",0,0
"7515","Donnybrook-Balingup (S)","2006-11-01",3.63,2
"7516","Donnybrook-Balingup (S)","2006-12-01",0,0
"7517","Donnybrook-Balingup (S)","2007-01-01",0,0
"7518","Donnybrook-Balingup (S)","2007-02-01",0,0
"7519","Donnybrook-Balingup (S)","2007-03-01",0,0
"7520","Donnybrook-Balingup (S)","2007-04-01",0,0
"7521","Donnybrook-Balingup (S)","2007-05-01",0,0
"7522","Donnybrook-Balingup (S)","2007-06-01",0,0
"7523","Donnybrook-Balingup (S)","2007-07-01",1.86,1
"7524","Donnybrook-Balingup (S)","2007-08-01",0,0
"7525","Donnybrook-Balingup (S)","2007-09-01",0,0
"7526","Donnybrook-Balingup (S)","2007-10-01",0,0
"7527","Donnybrook-Balingup (S)","2007-11-01",0,0
"7528","Donnybrook-Balingup (S)","2007-12-01",0,0
"7529","Donnybrook-Balingup (S)","2008-01-01",0,0
"7530","Donnybrook-Balingup (S)","2008-02-01",2.51,1
"7531","Donnybrook-Balingup (S)","2008-03-01",0,0
"7532","Donnybrook-Balingup (S)","2008-04-01",0,0
"7533","Donnybrook-Balingup (S)","2008-05-01",5.16,3
"7534","Donnybrook-Balingup (S)","2008-06-01",0,0
"7535","Donnybrook-Balingup (S)","2008-07-01",0,0
"7536","Donnybrook-Balingup (S)","2008-08-01",4,1
"7537","Donnybrook-Balingup (S)","2008-09-01",0,0
"7538","Donnybrook-Balingup (S)","2008-10-01",0,0
"7539","Donnybrook-Balingup (S)","2008-11-01",0.48,1
"7540","Donnybrook-Balingup (S)","2008-12-01",0,0
"7541","Donnybrook-Balingup (S)","2009-01-01",4.725,3
"7542","Donnybrook-Balingup (S)","2009-02-01",1.2,1
"7543","Donnybrook-Balingup (S)","2009-03-01",3.2,2
"7544","Donnybrook-Balingup (S)","2009-04-01",1.075,1
"7545","Donnybrook-Balingup (S)","2009-05-01",0,0
"7546","Donnybrook-Balingup (S)","2009-06-01",1.32,1
"7547","Donnybrook-Balingup (S)","2009-07-01",4.62,4
"7548","Donnybrook-Balingup (S)","2009-08-01",0,0
"7549","Donnybrook-Balingup (S)","2009-09-01",1.6,1
"7550","Donnybrook-Balingup (S)","2009-10-01",6.36,4
"7551","Donnybrook-Balingup (S)","2009-11-01",5.01,3
"7552","Donnybrook-Balingup (S)","2009-12-01",8.31,8
"7553","Donnybrook-Balingup (S)","2010-01-01",8.39,4
"7554","Donnybrook-Balingup (S)","2010-02-01",9.38,5
"7555","Donnybrook-Balingup (S)","2010-03-01",8.03,5
"7556","Donnybrook-Balingup (S)","2010-04-01",5.8,5
"7557","Donnybrook-Balingup (S)","2010-05-01",21.58,10
"7558","Donnybrook-Balingup (S)","2010-06-01",9.42,5
"7559","Donnybrook-Balingup (S)","2010-07-01",16.75,9
"7560","Donnybrook-Balingup (S)","2010-08-01",11.7,6
"7561","Donnybrook-Balingup (S)","2010-09-01",24.185,10
"7562","Donnybrook-Balingup (S)","2010-10-01",26.7,11
"7563","Donnybrook-Balingup (S)","2010-11-01",20.53,9
"7564","Donnybrook-Balingup (S)","2010-12-01",11.385,6
"7565","Donnybrook-Balingup (S)","2011-01-01",37.845,18
"7566","Donnybrook-Balingup (S)","2011-02-01",56.16,26
"7567","Donnybrook-Balingup (S)","2011-03-01",58.54,30
"7568","Donnybrook-Balingup (S)","2011-04-01",37.44,18
"7569","Donnybrook-Balingup (S)","2011-05-01",50.495,24
"7570","Donnybrook-Balingup (S)","2011-06-01",120.705,57
"7571","Donnybrook-Balingup (S)","2011-07-01",28.83,12
"7572","Donnybrook-Balingup (S)","2011-08-01",65.54,26
"7573","Donnybrook-Balingup (S)","2011-09-01",77.045,32
"7574","Donnybrook-Balingup (S)","2011-10-01",25.06,14
"7575","Donnybrook-Balingup (S)","2011-11-01",18.17,11
"7576","Donnybrook-Balingup (S)","2011-12-01",12.15,11
"7577","Donnybrook-Balingup (S)","2012-01-01",37.845,18
"7578","Donnybrook-Balingup (S)","2012-02-01",56.16,26
"7579","Donnybrook-Balingup (S)","2012-03-01",58.54,30
"7580","Donnybrook-Balingup (S)","2012-04-01",37.44,18
"7581","Donnybrook-Balingup (S)","2012-05-01",50.495,24
"7582","Donnybrook-Balingup (S)","2012-06-01",120.705,57
"7583","Donnybrook-Balingup (S)","2012-07-01",28.83,12
"7584","Donnybrook-Balingup (S)","2012-08-01",65.54,26
"7585","Donnybrook-Balingup (S)","2012-09-01",77.045,32
"7586","Donnybrook-Balingup (S)","2012-10-01",25.06,14
"7587","Donnybrook-Balingup (S)","2012-11-01",18.17,11
"7588","Donnybrook-Balingup (S)","2012-12-01",12.15,11
"7589","Donnybrook-Balingup (S)","2013-01-01",23.575,7
"7590","Donnybrook-Balingup (S)","2013-02-01",19.951,9
"7591","Donnybrook-Balingup (S)","2013-03-01",8.8,4
"7592","Donnybrook-Balingup (S)","2013-04-01",19.6,8
"7593","Donnybrook-Balingup (S)","2013-05-01",13.65,5
"7594","Donnybrook-Balingup (S)","2013-06-01",36.186,13
"7595","Donnybrook-Balingup (S)","2013-07-01",9.65,4
"7596","Donnybrook-Balingup (S)","2013-08-01",4.8,2
"7597","Donnybrook-Balingup (S)","2013-09-01",7.18,4
"7598","Donnybrook-Balingup (S)","2013-10-01",13.8,4
"7599","Donnybrook-Balingup (S)","2013-11-01",9.5,4
"7600","Donnybrook-Balingup (S)","2013-12-01",9.25,3
"7601","Donnybrook-Balingup (S)","2014-01-01",5,2
"7602","Donnybrook-Balingup (S)","2014-02-01",19.66,7
"7603","Donnybrook-Balingup (S)","2014-03-01",14.07,5
"7604","Donnybrook-Balingup (S)","2014-04-01",5.5,3
"7605","Donnybrook-Balingup (S)","2014-05-01",12.36,4
"7606","Donnybrook-Balingup (S)","2014-06-01",26.04,8
"7607","Donnybrook-Balingup (S)","2014-07-01",64.15,9
"7608","Donnybrook-Balingup (S)","2014-08-01",33.85,3
"7609","Donnybrook-Balingup (S)","2014-09-01",19.6,6
"7610","Donnybrook-Balingup (S)","2014-10-01",27.42,9
"7611","Donnybrook-Balingup (S)","2014-11-01",83.55,14
"7612","Donnybrook-Balingup (S)","2014-12-01",29.89,8
"7613","Donnybrook-Balingup (S)","2015-01-01",25.73,6
"7614","Donnybrook-Balingup (S)","2015-02-01",17.02,5
"7615","Donnybrook-Balingup (S)","2015-03-01",30.445,9
"7616","Donnybrook-Balingup (S)","2015-04-01",39.735,9
"7617","Donnybrook-Balingup (S)","2015-05-01",16.2,5
"7618","Donnybrook-Balingup (S)","2015-06-01",32.4,9
"7619","Donnybrook-Balingup (S)","2015-07-01",45.27,11
"7620","Donnybrook-Balingup (S)","2015-08-01",28.39,5
"7621","Donnybrook-Balingup (S)","2015-09-01",85.165,10
"7622","Donnybrook-Balingup (S)","2015-10-01",22.28,6
"7623","Donnybrook-Balingup (S)","2015-11-01",22.752,6
"7624","Donnybrook-Balingup (S)","2015-12-01",23.76,7
"7625","Donnybrook-Balingup (S)","2016-01-01",3.12,1
"7626","Donnybrook-Balingup (S)","2016-02-01",26.51,10
"7627","Donnybrook-Balingup (S)","2016-03-01",9.36,2
"7628","Donnybrook-Balingup (S)","2016-04-01",11.97,4
"7629","Donnybrook-Balingup (S)","2016-05-01",27.75,6
"7630","Donnybrook-Balingup (S)","2016-06-01",60.5,13
"7631","Donnybrook-Balingup (S)","2016-07-01",10.4,2
"7632","Donnybrook-Balingup (S)","2016-08-01",30.5,6
"7633","Donnybrook-Balingup (S)","2016-09-01",37.985,7
"7634","Donnybrook-Balingup (S)","2016-10-01",42.42,8
"7635","Donnybrook-Balingup (S)","2016-11-01",46.98,9
"7636","Donnybrook-Balingup (S)","2016-12-01",65.423,10
"7637","Donnybrook-Balingup (S)","2017-01-01",174.535,13
"7638","Donnybrook-Balingup (S)","2017-02-01",80.69,11
"7639","Donnybrook-Balingup (S)","2017-03-01",73.51,9
"7640","Donnybrook-Balingup (S)","2017-04-01",51.4,4
"7641","Donnybrook-Balingup (S)","2017-05-01",57.285,8
"7642","Donnybrook-Balingup (S)","2017-06-01",53.075,11
"7643","Donnybrook-Balingup (S)","2017-07-01",65.62,4
"7644","Donnybrook-Balingup (S)","2017-08-01",62.865,12
"7645","Donnybrook-Balingup (S)","2017-09-01",38.38,4
"7646","Donnybrook-Balingup (S)","2017-10-01",28.15,5
"7647","Donnybrook-Balingup (S)","2017-11-01",24.415,5
"7648","Donnybrook-Balingup (S)","2017-12-01",31.94,4
"7649","Donnybrook-Balingup (S)","2018-01-01",52.7,7
"7650","Donnybrook-Balingup (S)","2018-02-01",21.77,4
"7651","Donnybrook-Balingup (S)","2018-03-01",78.665,10
"7652","Donnybrook-Balingup (S)","2018-04-01",22.19,4
"7653","Donnybrook-Balingup (S)","2018-05-01",46.41,5
"7654","Donnybrook-Balingup (S)","2018-06-01",52.8,7
"7655","Donnybrook-Balingup (S)","2018-07-01",87.39,10
"7656","Donnybrook-Balingup (S)","2018-08-01",53.82,8
"7657","Donnybrook-Balingup (S)","2018-09-01",59.41,9
"7658","Donnybrook-Balingup (S)","2018-10-01",69.29,5
"7659","Donnybrook-Balingup (S)","2018-11-01",41.12,8
"7660","Donnybrook-Balingup (S)","2018-12-01",107.24,9
"7661","Donnybrook-Balingup (S)","2019-01-01",49.185,7
"7662","Donnybrook-Balingup (S)","2019-02-01",122.2,11
"7663","Donnybrook-Balingup (S)","2019-03-01",35.825,7
"7664","Donnybrook-Balingup (S)","2019-04-01",31.15,5
"7665","Donnybrook-Balingup (S)","2019-05-01",31.665,6
"7666","Donnybrook-Balingup (S)","2019-06-01",78.045,11
"7667","Donnybrook-Balingup (S)","2019-07-01",74.11,8
"7668","Donnybrook-Balingup (S)","2019-08-01",38.65,7
"7669","Donnybrook-Balingup (S)","2019-09-01",43.56,8
"7670","Donnybrook-Balingup (S)","2019-10-01",49.63,7
"7671","Donnybrook-Balingup (S)","2019-11-01",94.65,15
"7672","Donnybrook-Balingup (S)","2019-12-01",92.585,13
"7673","Dowerin (S)","2001-04-01",0,0
"7674","Dowerin (S)","2001-05-01",0,0
"7675","Dowerin (S)","2001-06-01",0,0
"7676","Dowerin (S)","2001-07-01",0,0
"7677","Dowerin (S)","2001-08-01",0,0
"7678","Dowerin (S)","2001-09-01",0,0
"7679","Dowerin (S)","2001-10-01",0,0
"7680","Dowerin (S)","2001-11-01",0,0
"7681","Dowerin (S)","2001-12-01",0,0
"7682","Dowerin (S)","2002-01-01",0,0
"7683","Dowerin (S)","2002-02-01",0,0
"7684","Dowerin (S)","2002-03-01",0,0
"7685","Dowerin (S)","2002-04-01",0,0
"7686","Dowerin (S)","2002-05-01",0,0
"7687","Dowerin (S)","2002-06-01",0,0
"7688","Dowerin (S)","2002-07-01",0,0
"7689","Dowerin (S)","2002-08-01",0,0
"7690","Dowerin (S)","2002-09-01",0,0
"7691","Dowerin (S)","2002-10-01",0,0
"7692","Dowerin (S)","2002-11-01",0,0
"7693","Dowerin (S)","2002-12-01",0,0
"7694","Dowerin (S)","2004-01-01",0,0
"7695","Dowerin (S)","2004-02-01",0,0
"7696","Dowerin (S)","2004-03-01",0,0
"7697","Dowerin (S)","2004-04-01",0,0
"7698","Dowerin (S)","2004-05-01",0,0
"7699","Dowerin (S)","2004-06-01",0,0
"7700","Dowerin (S)","2004-07-01",0,0
"7701","Dowerin (S)","2004-08-01",0,0
"7702","Dowerin (S)","2004-09-01",0,0
"7703","Dowerin (S)","2004-10-01",0,0
"7704","Dowerin (S)","2004-11-01",0,0
"7705","Dowerin (S)","2004-12-01",0,0
"7706","Dowerin (S)","2005-01-01",0,0
"7707","Dowerin (S)","2005-02-01",0,0
"7708","Dowerin (S)","2005-03-01",0,0
"7709","Dowerin (S)","2005-04-01",0,0
"7710","Dowerin (S)","2005-05-01",0,0
"7711","Dowerin (S)","2005-06-01",0,0
"7712","Dowerin (S)","2005-07-01",0,0
"7713","Dowerin (S)","2005-08-01",0,0
"7714","Dowerin (S)","2005-09-01",0,0
"7715","Dowerin (S)","2005-10-01",0,0
"7716","Dowerin (S)","2005-11-01",0,0
"7717","Dowerin (S)","2005-12-01",0,0
"7718","Dowerin (S)","2006-01-01",0,0
"7719","Dowerin (S)","2006-02-01",0,0
"7720","Dowerin (S)","2006-03-01",0,0
"7721","Dowerin (S)","2006-04-01",0,0
"7722","Dowerin (S)","2006-05-01",0,0
"7723","Dowerin (S)","2006-06-01",0,0
"7724","Dowerin (S)","2006-07-01",0,0
"7725","Dowerin (S)","2006-08-01",0,0
"7726","Dowerin (S)","2006-09-01",0,0
"7727","Dowerin (S)","2006-10-01",0,0
"7728","Dowerin (S)","2006-11-01",0,0
"7729","Dowerin (S)","2006-12-01",0,0
"7730","Dowerin (S)","2007-01-01",0,0
"7731","Dowerin (S)","2007-02-01",0,0
"7732","Dowerin (S)","2007-03-01",0,0
"7733","Dowerin (S)","2007-04-01",0,0
"7734","Dowerin (S)","2007-05-01",0,0
"7735","Dowerin (S)","2007-06-01",0,0
"7736","Dowerin (S)","2007-07-01",0,0
"7737","Dowerin (S)","2007-08-01",0,0
"7738","Dowerin (S)","2007-09-01",0,0
"7739","Dowerin (S)","2007-10-01",0,0
"7740","Dowerin (S)","2007-11-01",0,0
"7741","Dowerin (S)","2007-12-01",0,0
"7742","Dowerin (S)","2008-01-01",0,0
"7743","Dowerin (S)","2008-02-01",0,0
"7744","Dowerin (S)","2008-03-01",0,0
"7745","Dowerin (S)","2008-04-01",0,0
"7746","Dowerin (S)","2008-05-01",0,0
"7747","Dowerin (S)","2008-06-01",0,0
"7748","Dowerin (S)","2008-07-01",0,0
"7749","Dowerin (S)","2008-08-01",0,0
"7750","Dowerin (S)","2008-09-01",0,0
"7751","Dowerin (S)","2008-10-01",0,0
"7752","Dowerin (S)","2008-11-01",0,0
"7753","Dowerin (S)","2008-12-01",0,0
"7754","Dowerin (S)","2009-01-01",0,0
"7755","Dowerin (S)","2009-02-01",0,0
"7756","Dowerin (S)","2009-03-01",0,0
"7757","Dowerin (S)","2009-04-01",2.4,1
"7758","Dowerin (S)","2009-05-01",0,0
"7759","Dowerin (S)","2009-06-01",0,0
"7760","Dowerin (S)","2009-07-01",0,0
"7761","Dowerin (S)","2009-08-01",0,0
"7762","Dowerin (S)","2009-09-01",0,0
"7763","Dowerin (S)","2009-10-01",1.02,1
"7764","Dowerin (S)","2009-11-01",0,0
"7765","Dowerin (S)","2009-12-01",0,0
"7766","Dowerin (S)","2010-01-01",0,0
"7767","Dowerin (S)","2010-02-01",0,0
"7768","Dowerin (S)","2010-03-01",0,0
"7769","Dowerin (S)","2010-04-01",0,0
"7770","Dowerin (S)","2010-05-01",1.8,1
"7771","Dowerin (S)","2010-06-01",0,0
"7772","Dowerin (S)","2010-07-01",0,0
"7773","Dowerin (S)","2010-08-01",0,0
"7774","Dowerin (S)","2010-09-01",0,0
"7775","Dowerin (S)","2010-10-01",0,0
"7776","Dowerin (S)","2010-11-01",1.58,1
"7777","Dowerin (S)","2010-12-01",0,0
"7778","Dowerin (S)","2011-01-01",1.58,1
"7779","Dowerin (S)","2011-02-01",2.28,1
"7780","Dowerin (S)","2011-03-01",0,0
"7781","Dowerin (S)","2011-04-01",0,0
"7782","Dowerin (S)","2011-05-01",1.9,1
"7783","Dowerin (S)","2011-06-01",2.1,1
"7784","Dowerin (S)","2011-07-01",4.5,2
"7785","Dowerin (S)","2011-08-01",8.05,3
"7786","Dowerin (S)","2011-09-01",6.215,2
"7787","Dowerin (S)","2011-10-01",0,0
"7788","Dowerin (S)","2011-11-01",7.98,1
"7789","Dowerin (S)","2011-12-01",0,0
"7790","Dowerin (S)","2012-01-01",1.58,1
"7791","Dowerin (S)","2012-02-01",2.28,1
"7792","Dowerin (S)","2012-03-01",0,0
"7793","Dowerin (S)","2012-04-01",0,0
"7794","Dowerin (S)","2012-05-01",1.9,1
"7795","Dowerin (S)","2012-06-01",2.1,1
